appid,name,release_date,english,developer,publisher,platforms,required_age,categories,genres,steamspy_tags,achievements,positive_ratings,negative_ratings,average_playtime,median_playtime,owners,price
504800,Sorcery! Part 4,2016-09-22,1,inkle Ltd,inkle Ltd,windows;mac,0,Single-player,Adventure;Indie;RPG,Adventure;RPG;Indie,0,38,5,0,0,0-20000,6.99
393380,Squad,2015-12-14,1,Offworld Industries,Offworld Industries,windows,0,Multi-player;Online Multi-Player;Steam Trading Cards;Steam Workshop;Partial Controller Support;Valve Anti-Cheat enabled,Action;Indie;Strategy;Early Access,Early Access;FPS;Military,0,23539,6008,3173,1563,500000-1000000,32.5
284140,Majestic Nights,2014-10-30,1,Epiphany Games,Epiphany Games,windows;mac;linux,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Action;Adventure;Indie;RPG,Adventure;RPG;Action,53,62,31,0,0,20000-50000,3.99
348300,Chip's Challenge 2,2015-05-28,1,Niffler Ltd.,Niffler Ltd.,windows,0,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,Indie,Indie;Puzzle;Sokoban,29,56,7,0,0,20000-50000,3.99
1023690,Nurse Love Syndrome,2019-04-18,1,KOGADO STUDIO,Degica,windows,0,Single-player;Steam Achievements;Steam Cloud,Adventure,Adventure;Visual Novel;Anime,13,17,0,0,0,0-20000,30.99
542030,RuneSage,2017-09-28,1,George Gilbert,George Gilbert,windows,0,Single-player;Steam Achievements;Steam Trading Cards;Captions available;Stats;Steam Leaderboards,Adventure;Indie;RPG,Adventure;Indie;RPG,41,34,1,0,0,0-20000,6.99
496070,Geo-Fall,2016-07-23,1,Argeus Games,Argeus Games,windows,0,Single-player;Steam Leaderboards,Action;Early Access,Early Access;Action;VR,0,1,0,0,0,0-20000,0.79
509850,Bumper,2016-09-12,1,Artur Rezende,Artur Rezende,windows,0,Single-player;Steam Trading Cards,Action;Casual;Indie,Action;Casual;Indie,0,18,5,0,0,0-20000,0.79
601010,Hotel Anatolia,2017-03-20,1,Elven Workshop,Elven Workshop,windows,0,Single-player;Steam Achievements;Steam Trading Cards;Captions available,Adventure;Indie;RPG,Indie;Adventure;RPG,6,134,50,238,238,100000-200000,0.79
501350,Dimension Hunter VR,2017-09-25,1,Pocket Money Games,Pocket Money Games ,windows,0,Single-player,Violent;Gore;Action;Indie,Action;Indie;Gore,0,61,18,0,0,0-20000,4.79
567210,Bunnyrama,2016-12-19,1,Starwind Games,Starwind Games,windows;mac;linux,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Adventure;Casual;Indie;Strategy,Casual;Strategy;Adventure,13,42,4,182,211,20000-50000,1.99
358000,The Curse of Nordic Cove,2015-04-23,1,On The Level Game Studios,On The Level Game Studios,windows,0,Single-player;Partial Controller Support,Action;Adventure;Indie,Action;Indie;Adventure,0,15,13,0,0,0-20000,0.79
601120,Brain Machine,2017-09-18,1,Brainagi Games,Youzu Stars,windows;mac,0,Single-player;Steam Achievements;Partial Controller Support,Indie;Early Access,Early Access;Indie;Puzzle,85,37,0,0,0,0-20000,3.99
32380,STAR WARS™ Jedi Knight: Dark Forces II,2009-09-16,1,LucasArts,LucasArts;Lucasfilm;Disney Interactive,windows,0,Single-player;Multi-player;Local Multi-Player;Partial Controller Support;Steam Cloud,Action,Action;Star Wars;FPS,0,777,315,141,221,1000000-2000000,4.79
504260,Happy Pong,2016-08-22,1,Poppgames,Poppgames,windows,0,Single-player;Steam Achievements;Full controller support;Steam Cloud;Steam Leaderboards,Casual;Indie,Indie;Casual;Psychedelic,19,5,3,0,0,0-20000,1.99
1002020,INTERPOINT,2019-04-15,1,Three Dots,Juvty Worlds Ltd.,windows,0,Single-player;Steam Achievements,Action;Adventure;Indie;Early Access,Early Access;Adventure;Indie,12,20,7,0,0,0-20000,11.49
572710,Nancy Drew®: Labyrinth of Lies,2017-02-13,1,HeR Interactive,HeR Interactive,windows,0,Single-player,Adventure,Adventure;Point & Click;Detective,0,3,2,0,0,0-20000,15.49
453830,Innoquous 5,2016-05-13,1,Chequered Ink Ltd.,Chequered Ink Ltd.,windows,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Workshop;Stats;Includes level editor,Action;Casual;Indie,Action;Indie;Casual,40,12,1,0,0,0-20000,0.79
592100,Flotilla 2,2018-08-17,1,Blendo Games,Blendo Games,windows,0,Single-player;Steam Achievements;Steam Workshop;Steam Cloud;Includes level editor,Indie;Strategy,Strategy;Indie;Singleplayer,100,13,1,0,0,0-20000,7.19
879480,The Journey to Fairytales,2019-03-26,1,Essential Games,Essential Games,windows,0,Single-player;Full controller support,Adventure;Indie,Adventure;Indie,0,2,1,0,0,0-20000,6.19
979260,Gizmo,2018-12-05,1,Dane Winn;Alec Smith,Milo Games,windows,0,Single-player;Steam Achievements;Full controller support,Action;Indie,Indie;Action;3D Platformer,3,141,9,0,0,20000-50000,0.0
982270,Dealer's Life,2019-01-31,1,Abyte Entertainment,Abyte Entertainment,windows,0,Single-player;Steam Achievements;Steam Trading Cards,Simulation;Strategy,Simulation;Strategy;Management,45,122,12,0,0,0-20000,5.99
214150,Galactic Civilizations® I: Ultimate Edition,2012-08-14,1,Stardock Entertainment,Stardock Entertainment,windows,0,Single-player,Strategy,Strategy;4X;Space,0,93,91,22,32,200000-500000,6.99
233350,Sudeki,2014-02-24,1,Climax Studios,Climax Group,windows,0,Single-player;Steam Trading Cards;Captions available;Partial Controller Support;Steam Cloud,Action;Adventure;RPG,RPG;Adventure;Action,0,413,70,217,217,100000-200000,4.99
880890,Dark Visit,2018-06-28,1,Allyi Games,Allyi Games,windows,0,Single-player,Action;Indie,Action;Indie;Horror,0,3,7,0,0,0-20000,0.79
538550,Party Golf,2016-10-26,1,Giant Margarita,Giant Margarita,windows,0,Single-player;Multi-player;Local Multi-Player;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards,Indie,Indie;Casual;Sports,57,23,6,0,0,0-20000,10.99
327090,Out of Reach,2018-07-13,1,Space Boat Studios,Space Boat Studios,windows;mac;linux,0,Single-player;Multi-player;Online Multi-Player;Local Multi-Player;MMO;Co-op;Online Co-op;Cross-Platform Multiplayer;Steam Achievements;Steam Trading Cards;Valve Anti-Cheat enabled,Action;Adventure;Indie;Massively Multiplayer;RPG;Simulation,Survival;Open World;Crafting,44,1512,905,868,868,50000-100000,10.99
1004050,time of the zombies,2019-01-22,1,kessels game studio,kessels game studio,windows,0,Single-player,Action,Action;Gore;Violent,1,5,5,0,0,0-20000,2.09
451400,Meridian: Squad 22,2016-08-11,1,Elder Games,Merge Games;Headup Games,windows,0,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,Action;Indie;Strategy,Strategy;Action;Indie,70,63,24,0,0,0-20000,10.99
377860,Mushihimesama,2015-11-12,1,"CAVE Interactive CO.,LTD.",Degica,windows,0,Single-player;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards,Action,Bullet Hell;Shoot 'Em Up;Arcade,50,790,20,82,82,20000-50000,14.99
701460,Billiards,2017-09-06,1,baKno Games,baKno Games,windows;mac;linux,0,Single-player;Multi-player;Online Multi-Player;Local Multi-Player;Shared/Split Screen;Cross-Platform Multiplayer,Casual;Indie;Simulation;Sports,Indie;Casual;Simulation,0,5,5,0,0,0-20000,3.99
393410,World of Soccer online,2015-08-26,1,Johannes Eski,Johannes Eski,windows,0,Multi-player;Co-op;Full controller support,Action;Free to Play;Indie;Massively Multiplayer;Sports,Free to Play;Sports;Massively Multiplayer,0,654,436,3,3,200000-500000,0.0
898540,Catgirl Magic: Furry Duel,2018-08-24,1,Night Dreams Studio,Night Dreams Studio,windows;mac,0,Single-player;Steam Achievements,Indie,Sexual Content;Indie;Nudity,6,3,17,0,0,0-20000,2.89
291050,Planet Stronghold,2014-05-05,1,Winter Wolves,Winter Wolves,windows;mac;linux,0,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud,Indie;RPG;Strategy,Visual Novel;RPG;Indie,18,46,32,0,0,20000-50000,13.99
10120,Aces of the Galaxy™,2009-07-23,1,Artech Studios,Activision,windows,0,Single-player,Action;Casual,Action;Casual;Space,0,14,16,0,0,0-20000,6.99
753440,A Small Robot Story,2017-12-19,1,bc likes you,MAGIC Spell Studios,windows,0,Single-player;Steam Achievements;Partial Controller Support,Adventure,Adventure;Platformer;Pixel Graphics,16,14,1,0,0,0-20000,3.99
217750,Age of Conan: Unchained,2013-02-22,1,Funcom,Funcom,windows,0,MMO,Action;Adventure;Free to Play;Massively Multiplayer;RPG,Free to Play;Massively Multiplayer;RPG,0,874,397,148,135,500000-1000000,0.0
779140,Outrealm,2018-02-05,1,Rainbow Street Studios,Rainbow Street Studios,windows,0,Single-player;Steam Achievements;Partial Controller Support,Action;Indie;RPG,Action;Indie;RPG,21,6,1,0,0,0-20000,4.79
688470,汉匈决战/Han Xiongnu Wars,2017-12-07,1,"Chongqing Shangshixuan Technology Co., Ltd.,","Chongqing Shangshixuan Technology Co., Ltd.,",windows,0,Single-player,Action;RPG,RPG;Action;Historical,0,1017,1161,759,759,200000-500000,9.29
408000,Cinderella Escape! R12,2015-11-16,1,Hajime Doujin Circle,Hajime Doujin Circle,windows;mac,18,Single-player;Steam Achievements;Full controller support;Steam Cloud,Indie,Nudity;Mature;Anime,8,259,65,40,40,0-20000,3.99
908230,Basketball Hoop,2018-08-11,1,Laush Dmitriy Sergeevich,Laush Studio,windows,0,Single-player;Steam Achievements,Indie,Indie;Sports;Basketball,18,0,2,0,0,0-20000,0.79
699010,Unsettled,2017-11-22,1,Field of View CE,Field of View CE,windows,0,Single-player;Steam Achievements;Captions available,Adventure;Indie;Early Access,Early Access;Indie;Adventure,10,6,5,0,0,0-20000,6.99
326110,Defenders of the Last Colony,2016-06-23,1,Knitted Pixels,Knitted Pixels,windows,0,Single-player;Multi-player;Co-op;Shared/Split Screen;Full controller support;Steam Cloud,Action;Indie,Action;Indie;Shooter,4,9,14,0,0,0-20000,3.99
428080,Racket: Nx,2018-07-17,1,One Hamsa,One Hamsa,windows,0,Single-player;Multi-player;Online Multi-Player;Cross-Platform Multiplayer;SteamVR Collectibles;Steam Leaderboards,Action;Indie;Sports,Sports;Action;Indie,0,356,12,17,17,0-20000,15.49
350710,Wizards' Clash,2015-09-04,1,DQ Team,DQ Team,windows;mac;linux,0,Single-player,Casual;Indie;Strategy,Strategy;Indie;Casual,0,12,6,0,0,0-20000,3.99
623460,Haunted Legends: The Bronze Horseman Collector's Edition,2017-04-21,1,ERS G Studios,Big Fish Games,windows,0,Single-player,Adventure;Casual,Adventure;Casual;Hidden Object,0,1,1,0,0,0-20000,7.19
636220,CubeWorks,2017-10-31,1,TinMoon Studios,TinMoon Studios,windows,0,Single-player;Steam Achievements;VR Support,Casual;Indie;Strategy,Casual;Strategy;Indie,20,18,0,0,0,0-20000,7.19
684720,Battlegun,2017-08-09,1,Norven Games;Kaan Köse,Norven Games;Kaan Köse,windows,0,Multi-player;Online Multi-Player,Action;Casual;Indie;Massively Multiplayer,Action;Indie;Casual,0,144,73,9,9,0-20000,0.79
1011960,Arena of Shaelo,2019-02-15,1,Royal Donut,Royal Donut,windows;linux,0,Co-op;Shared/Split Screen;Captions available;Partial Controller Support,Casual;Indie;Strategy,Casual;Strategy;Indie,0,3,0,0,0,0-20000,0.0
454260,The HinterLands,2016-05-27,1,Ackmi,Ackmi,windows,0,Single-player;Multi-player;Online Multi-Player;Co-op;Online Co-op;Cross-Platform Multiplayer,Action;Adventure;Indie;RPG;Early Access,Early Access;Action;RPG,0,4,4,0,0,0-20000,1.99
436490,Firebird - La Peri,2016-08-19,1,Innerspace VR,Innerspace VR,windows,0,Single-player;Steam Achievements;Steam Trading Cards;VR Support,Adventure;Indie,Adventure;Indie;VR,8,161,35,0,0,0-20000,3.19
294860,Valkyria Chronicles™,2014-11-11,1,SEGA,SEGA,windows,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Action;RPG;Strategy,Anime;Strategy;Turn-Based,20,8862,838,892,1068,500000-1000000,14.99
487530,Simple Ball: Extended Edition,2016-07-25,1,Antizero company,Antizero company,windows,0,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support,Casual;Indie,Casual;Indie,45,58,16,212,214,100000-200000,1.69
829110,LEGO® DC Super-Villains,2018-10-16,1,TT Games,Warner Bros. Interactive Entertainment,windows,0,Single-player;Local Co-op;Steam Achievements;Full controller support,Action;Adventure,Action;Adventure;LEGO,75,295,46,0,0,20000-50000,34.99
352520,The Silent Age,2015-05-29,1,House On Fire,Meridian4,windows;mac,0,Single-player;Steam Achievements;Full controller support;Steam Cloud,Adventure;Casual;Indie,Adventure;Point & Click;Atmospheric,24,4700,320,11,11,200000-500000,6.99
713320,Google Spotlight Stories: Sonaria,2017-11-17,1,Google Inc.,Google Inc.,windows,0,Single-player,Adventure,Adventure;VR,0,14,3,0,0,0-20000,0.0
416020,Heavy Gear Assault,2017-02-10,1,MekTek Studios,Stompy Bot Productions,windows;linux,0,Multi-player;Online Multi-Player;Cross-Platform Multiplayer;Steam Trading Cards;Partial Controller Support,Action;Indie;Simulation;Early Access,Early Access;Action;Indie,0,86,123,0,0,0-20000,29.99
337820,The Mims Beginning,2016-05-18,1,Squatting Penguins,Squatting Penguins,windows;mac;linux,0,Single-player;Steam Achievements;Captions available,Indie;Simulation;Strategy,Strategy;Indie;Simulation,35,166,42,0,0,0-20000,12.99
980600,Maze 4D,2018-12-13,1,Hunter Tintera,Hunter Tintera,windows,0,Single-player,Casual;Indie;Strategy,Casual;Indie;Strategy,0,2,0,0,0,0-20000,1.69
328740,Bit Odyssey,2015-01-20,1,Gamesare,Clickteam,windows,0,Single-player;Steam Achievements;Full controller support;Steam Leaderboards,Action;Adventure;Indie;RPG;Early Access,Early Access;Indie;Adventure,0,20,18,0,0,0-20000,3.99
319830,AX:EL - Air XenoDawn,2015-12-04,1,Alex Piola,KISS ltd,windows,0,Single-player;Multi-player;Local Multi-Player;Steam Achievements;Partial Controller Support,Action;Indie;Simulation,Simulation;Action;Indie,22,741,223,189,233,500000-1000000,0.0
602090,Janus VR,2017-03-31,1,"Janus VR, Inc.","Janus VR, Inc.",windows;linux,0,Single-player;Multi-player;Online Multi-Player;Cross-Platform Multiplayer;Partial Controller Support,Indie;Simulation;Web Publishing,Web Publishing;Simulation;Indie,0,35,22,0,0,20000-50000,0.0
564040,ZANGEKI WARP,2017-02-15,1,ASTRO PORT,Nyu Media,windows;linux,0,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud;Steam Leaderboards,Action;Indie,Action;Indie;Shoot 'Em Up,53,16,0,0,0,0-20000,4.79
477190,Epic Snowday Adventure,2018-03-09,1,Verge of Brilliance LLC;Evie Powell;Nicole Long;Bryan Fu;Brandon Powell,Verge of Brilliance LLC,windows,0,Single-player,Action;Indie,Action;Indie;VR,0,4,1,0,0,0-20000,5.79
13230,Unreal Tournament 2004: Editor's Choice Edition,2004-03-17,1,"Epic Games, Inc.","Epic Games, Inc.",windows,0,Single-player;Multi-player;Steam Trading Cards,Action,FPS;Arena Shooter;Action,0,2211,66,414,496,200000-500000,8.99
961420,Vile,2018-10-23,1,Ardentsquid,Ardentsquid,windows,0,Single-player;Local Multi-Player;Local Co-op;Full controller support,Action;Indie;Early Access,Early Access;Indie;Action,10,15,2,0,0,0-20000,7.19
329440,Sonic Lost World,2015-11-02,1,Sonic Team,SEGA,windows,0,Single-player;Steam Achievements;Full controller support;Steam Cloud;Steam Leaderboards,Adventure,Adventure;Platformer;3D Platformer,100,1000,612,11,11,100000-200000,19.99
619910,Just Cause™ 3: Multiplayer Mod,2017-07-20,1,nanos GbR,nanos GbR;Square Enix,windows,18,Multi-player;Online Multi-Player;Partial Controller Support,Violent;Action;Massively Multiplayer,Action;Massively Multiplayer;Violent,0,865,345,74,70,200000-500000,0.0
803570,SOLAR BATTALION,2018-05-04,1,DIGITAL HIPPO CARTEL,DIGITAL HIPPO CARTEL,windows,0,Single-player,Sexual Content;Nudity;Violent;Gore;Action;Adventure;Indie;Early Access,Early Access;Action;Adventure,0,1,3,0,0,0-20000,2.89
296280,TownCraft,2015-02-25,1,Flat Earth Games;Epiphany Games,Flat Earth Games,windows;mac,0,Single-player,Indie;Simulation;Strategy,Indie;Simulation;Strategy,0,36,55,0,0,0-20000,7.19
768640,Red Hot Ricochet,2018-03-06,1,Wyatt Yeong;Seth S. Scott,Everook,windows;mac,0,Multi-player;Local Multi-Player;Shared/Split Screen;Steam Achievements;Full controller support,Action;Indie,Action;Indie,11,1,0,0,0,0-20000,7.19
703090,冒险之路(Adventure Road),2017-09-08,1,WangJianWei;KuangXiang,WangJianWei,windows,0,Multi-player;Online Multi-Player;Cross-Platform Multiplayer;In-App Purchases,Free to Play;Indie;Massively Multiplayer;Strategy,Free to Play;Indie;Strategy,0,13,13,0,0,0-20000,0.0
402190,Gamer Simulator,2015-09-22,1,Punk Games Studio,Punk Games Studio,windows,0,Single-player,Action;Indie;Simulation,Indie;Simulation;Action,0,13,15,0,0,0-20000,0.79
302290,Infinite Game Works Episode 0,2014-06-10,1,Sakura River Interactive,Sakura River Interactive,windows;mac;linux,0,Single-player,Casual;Indie;Simulation,Simulation;Visual Novel;Indie,12,7,11,0,0,0-20000,10.29
400800,MXGP2 - The Official Motocross Videogame,2016-04-07,1,Milestone S.r.l.,Milestone S.r.l.,windows,0,Single-player;Multi-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud,Racing;Simulation;Sports,Racing;Simulation;Sports,41,278,114,0,0,20000-50000,15.49
765320,Planetarium 2 - Zen Odyssey,2018-01-03,1,Ghulam Jewel,Ghulam Jewel,windows,0,Single-player,Casual;Indie;Simulation,Indie;Casual;Simulation,0,3,2,0,0,0-20000,1.69
251210,Hive,2014-03-20,1,BlueLine Games,BlueLine Games,windows;mac;linux,0,Single-player;Multi-player;Cross-Platform Multiplayer;Steam Achievements;Full controller support;Steam Trading Cards;Stats;Steam Leaderboards;Steam Turn Notifications,Casual;Indie;Strategy,Strategy;Board Game;Casual,51,179,21,0,0,100000-200000,6.99
653870,Cavern Crumblers,2017-08-10,1,Asymptotic Games,Asymptotic Games,windows;mac;linux,0,Single-player;Local Multi-Player;Local Co-op;Shared/Split Screen;Full controller support,Action;Indie,Action;Indie,31,3,3,0,0,0-20000,2.89
262080,Iron Soul,2014-02-26,1,BluBee Games,Effat Effati,windows,0,Single-player;Steam Achievements;Steam Trading Cards;Steam Leaderboards,Action;Indie,Action;Indie;Sci-fi,25,9,46,0,0,0-20000,3.99
676490,Heroes of Civilizations,2017-08-11,1,Heroes Dev Team,Heroes Dev Team,windows,0,Single-player;Multi-player;Online Multi-Player;Local Multi-Player;Steam Achievements;Includes level editor,Free to Play;Indie;Strategy,Free to Play;Strategy;Indie,20,12,31,0,0,20000-50000,0.0
662780,Crystal Reign,2017-11-07,1,Virtual World Arcade,Virtual World Arcade,windows,0,Single-player,Action;Indie;Strategy;Early Access,Early Access;Strategy;Action,0,8,2,0,0,0-20000,0.79
915730,Catch The Kids: Priest Simulator Game,2019-03-01,1,Petroallah;Fon Danyrotsky,Petroallah,windows,0,Single-player;Local Multi-Player;Local Co-op;Steam Achievements,Action;Adventure;Casual;Indie;Simulation,Action;Indie;Casual,7,7,0,0,0,0-20000,2.89
404410,Endless Sky,2015-10-30,1,Michael Zahniser,Michael Zahniser,windows;mac;linux,0,Single-player,Action;Adventure;Free to Play;RPG;Simulation,Space;Free to Play;Open World,0,3420,366,33,50,500000-1000000,0.0
318650,SunAge: Battle for Elysium,2014-12-15,1,vertex4 entertainment ltd.,vertex4 entertainment ltd.,windows;mac,0,Single-player;Multi-player;Cross-Platform Multiplayer;Steam Achievements,Indie;Strategy,Strategy;Indie;RTS,15,68,40,0,0,0-20000,10.99
513600,Energy Invasion,2018-01-10,1,Sometimes You,Sometimes You,windows;mac;linux,0,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Leaderboards,Casual;Indie,Casual;Indie,18,6,1,264,284,0-20000,2.09
313140,Blackbay Asylum,2014-08-01,1,TAD Productions AB,KISS ltd,windows,18,Single-player;Steam Trading Cards,Adventure;Indie,Adventure;Indie;Horror,0,242,249,235,224,200000-500000,14.99
844380,Cave Digger,2018-05-09,1,VRkiwi;Mekiwi,VRkiwi;Mekiwi,windows,0,Single-player;Steam Achievements;Steam Leaderboards,Action;Casual;Free to Play;Indie,Free to Play;Action;Casual,16,135,29,10,10,50000-100000,0.0
880490,与雾雨魔理沙一起偷重要的东西 ~ Happy Stealing with Kirisame Marisa,2018-06-29,1,Bawu Team,Bawu Team,windows,0,Single-player,Indie;RPG,Indie;RPG;Horror,0,157,11,0,0,0-20000,0.79
536690,AENTITY,2018-04-14,1,ARQUOIA,ARQUOIA,windows,0,Single-player;Steam Achievements;Full controller support,Adventure;Indie;Simulation,Relaxing;Surreal;Psychedelic,25,21,4,0,0,0-20000,11.99
503320,Deserted: The Story of Peter,2016-09-07,1,Francesco Trovato,Francesco Trovato,windows,0,Single-player,Adventure;Indie,Indie;Adventure;RPGMaker,0,20,2,0,0,0-20000,3.99
709350,Dark Realm: Princess of Ice Collector's Edition,2017-09-27,1,Mad Head Games,Big Fish Games,windows,0,Single-player,Adventure;Casual,Adventure;Casual;Hidden Object,0,2,0,0,0,0-20000,7.19
522880,PSYCHO-PASS: Mandatory Happiness,2017-04-24,1,MAGES. Inc.;5pb.,"NIS America, Inc.",windows,0,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud,Adventure,Anime;Adventure;Visual Novel,36,39,4,0,0,0-20000,24.99
677980,Z69,2017-08-11,1,Anatoliy Loginovskikh,Anatoliy Loginovskikh,windows,0,Single-player;Steam Achievements;Full controller support,Action;Indie,Action;Indie;Platformer,11,68,34,0,0,0-20000,1.59
597210,Bayou Island - Point and Click Adventure,2017-02-28,1,Andy Howard Games,Andy Howard Games,windows,0,Single-player;Captions available,Adventure;Casual;Indie,Casual;Adventure;Point & Click,0,28,25,0,0,20000-50000,1.59
329490,Phantom Breaker: Battle Grounds,2015-01-23,1,MAGES. Inc.,Degica,windows,0,Single-player;Online Multi-Player;Local Multi-Player;Online Co-op;Local Co-op;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Action,Anime;Beat 'em up;Action,46,2220,425,121,130,100000-200000,8.99
1009070,没猫病制作人 / Psychosoft Ltd.,2019-01-31,0,橙光游戏,橙光游戏,windows,0,Single-player;Steam Achievements,Adventure;Casual;Indie;RPG;Simulation;Strategy,Casual;Strategy;Simulation,5,7,19,0,0,0-20000,1.69
659940,Travel Riddles: Trip To France,2017-07-16,1,Notus Games Ltd,Notus Games Ltd,windows,0,Single-player;Steam Achievements;Steam Cloud,Casual,Casual;Match 3;Puzzle,32,17,1,0,0,0-20000,7.19
740780,OnsenVR,2017-11-30,1,qUATERNIon,qUATERNIon,windows,0,Single-player,Nudity;Violent;Gore;Action;Casual,Casual;Nudity;Action,0,10,0,0,0,0-20000,6.19
787170,Choices: The Game,2018-02-01,1,Freestewdios,Freestewdios,windows,0,Single-player,Casual;RPG;Early Access,Early Access;Casual;RPG,1,6,1,0,0,0-20000,1.69
753570,Rogue Buddies - Aztek Gold,2018-04-20,1,Brutal Studio,Brutal Studio,windows,0,Single-player,Action;Adventure,Action;Adventure,0,1,0,0,0,0-20000,2.09
588490,TrickStyle,2017-02-21,1,Throwback Entertainment;Criterion Games,Throwback Entertainment,windows,0,Single-player;Local Multi-Player;Shared/Split Screen;Full controller support;Steam Trading Cards;Steam Cloud,Action;Racing;Sports,Racing;Action;Sports,0,18,3,0,0,0-20000,4.79
369360,Car Washer: Summer of the Ninja,2015-11-04,1,Pen and Sword Games,Pen and Sword Games,windows,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Action;Casual;Indie,Indie;Action;Casual,17,12,24,232,232,0-20000,3.99
